Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,TaxonCode,Previously_Obs,Month,Hour,Season,Observation_Duration
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-05-12,,,Brian Swimelar,1,7.5 - 10 min,Singing,<= 50 Meters,False,,Northern Cardinal,Cardinalis cardinalis,False,False,24.0,55.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,5,,Summer,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-05-12,,,Brian Swimelar,1,7.5 - 10 min,Calling,50 - 100 Meters,False,,Blue Jay,Cyanocitta cristata,False,False,24.0,55.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,5,,Summer,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-05-12,,,Brian Swimelar,1,5 - 7.5 min,Singing,50 - 100 Meters,False,,Northern Cardinal,Cardinalis cardinalis,False,False,24.0,55.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,5,,Summer,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-05-12,,,Brian Swimelar,1,2.5 - 5 min,Calling,<= 50 Meters,False,,Blue-gray Gnatcatcher,Polioptila caerulea,False,False,24.0,55.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,5,,Summer,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-05-12,,,Brian Swimelar,1,0-2.5 min,Calling,50 - 100 Meters,False,,Blue-gray Gnatcatcher,Polioptila caerulea,False,False,24.0,55.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,5,,Summer,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-05-12,,,Brian Swimelar,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Wild Turkey,Meleagris gallopavo,False,False,24.0,55.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,5,,Summer,
NACE,OXHI,NACE 4a,NACE-0350,Forest,2018,2018-05-12,,,Brian Swimelar,1,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,False,False,24.0,55.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,5,,Summer,
NACE,OXHI,NACE 4a,NACE-0350,Forest,2018,2018-05-12,,,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,False,True,24.0,55.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,5,,Summer,
NACE,OXHI,NACE 4a,NACE-0350,Forest,2018,2018-05-12,,,Brian Swimelar,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,False,False,24.0,55.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,5,,Summer,
NACE,OXHI,NACE 4a,NACE-0350,Forest,2018,2018-05-12,,,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,False,True,24.0,55.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,5,,Summer,
NACE,OXHI,NACE 4a,NACE-0350,Forest,2018,2018-05-12,,,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,,Northern Cardinal,Cardinalis cardinalis,False,False,24.0,55.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,5,,Summer,
NACE,OXHI,NACE 4a,NACE-0350,Forest,2018,2018-05-12,,,Brian Swimelar,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,False,True,24.0,55.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,5,,Summer,
NACE,OXHI,NACE 4a,NACE-0350,Forest,2018,2018-05-12,,,Brian Swimelar,1,7.5 - 10 min,Visualization,,True,,Cedar Waxwing,Bombycilla cedrorum,False,False,24.0,55.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,5,,Summer,
NACE,OXHI,NACE 4a,NACE-0350,Forest,2018,2018-05-12,,,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,24.0,55.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,,,5,,Summer,
NACE,OXHI,NACE 4a,NACE-0350,Forest,2018,2018-05-12,,,Brian Swimelar,1,7.5 - 10 min,Calling,<= 50 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,False,False,24.0,55.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,,,5,,Summer,
NACE,FOWA,NACE 4b,NACE-0416,Forest,2018,2018-05-11,,,Brian Swimelar,1,7.5 - 10 min,Calling,<= 50 Meters,False,,Mourning Dove,Zenaida macroura,False,False,26.0,54.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,5,,Summer,
NACE,FOWA,NACE 4b,NACE-0416,Forest,2018,2018-05-11,,,Brian Swimelar,1,2.5 - 5 min,Calling,50 - 100 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,False,False,26.0,54.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,5,,Summer,
NACE,FOWA,NACE 4b,NACE-0416,Forest,2018,2018-05-11,,,Brian Swimelar,1,0-2.5 min,Visualization,,True,,American Robin,Turdus migratorius,False,False,26.0,54.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,5,,Summer,
NACE,FOWA,NACE 4b,NACE-0416,Forest,2018,2018-05-11,,,Brian Swimelar,1,2.5 - 5 min,Visualization,<= 50 Meters,False,,American Robin,Turdus migratorius,False,False,26.0,54.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,5,,Summer,
NACE,FOWA,NACE 4b,NACE-0416,Forest,2018,2018-05-11,,,Brian Swimelar,1,7.5 - 10 min,Singing,50 - 100 Meters,False,,Carolina Wren,Thryothorus ludovicianus,False,False,26.0,54.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,5,,Summer,
NACE,FOWA,NACE 4b,NACE-0416,Forest,2018,2018-05-11,,,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,,Mourning Dove,Zenaida macroura,False,False,26.0,54.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,5,,Summer,
NACE,FOWA,NACE 4b,NACE-0416,Forest,2018,2018-05-11,,,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,,Northern Cardinal,Cardinalis cardinalis,False,False,26.0,54.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,5,,Summer,
NACE,FOWA,NACE 4b,NACE-0416,Forest,2018,2018-05-11,,,Brian Swimelar,1,7.5 - 10 min,Singing,50 - 100 Meters,False,,Northern Cardinal,Cardinalis cardinalis,False,False,26.0,54.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,5,,Summer,
NACE,FOWA,NACE 4b,NACE-0416,Forest,2018,2018-05-11,,,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Parula,Setophaga americana,False,False,26.0,54.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,5,,Summer,
NACE,FOWA,NACE 4b,NACE-0416,Forest,2018,2018-05-11,,,Brian Swimelar,1,2.5 - 5 min,Calling,<= 50 Meters,False,,Pileated Woodpecker,Dryocopus pileatus,False,False,26.0,54.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,5,,Summer,
NACE,FOWA,NACE 4b,NACE-0416,Forest,2018,2018-05-11,,,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,26.0,54.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,5,,Summer,
NACE,FOWA,NACE 4b,NACE-0416,Forest,2018,2018-05-11,,,Brian Swimelar,1,7.5 - 10 min,Calling,50 - 100 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,False,False,26.0,54.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,5,,Summer,
NACE,FOWA,NACE 4b,NACE-0416,Forest,2018,2018-05-11,,,Brian Swimelar,1,5 - 7.5 min,Calling,<= 50 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,False,False,26.0,54.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,5,,Summer,
NACE,FOWA,NACE 4b,NACE-0416,Forest,2018,2018-05-11,,,Brian Swimelar,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,False,True,26.0,54.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,5,,Summer,
NACE,ANAC,NACE 3,NACE-0233,Forest,2018,2018-06-17,,,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,False,True,24.1000003814697,76.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
NACE,ANAC,NACE 3,NACE-0233,Forest,2018,2018-06-17,,,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,,Northern Cardinal,Cardinalis cardinalis,False,False,24.1000003814697,76.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
NACE,ANAC,NACE 3,NACE-0233,Forest,2018,2018-06-17,,,Brian Swimelar,2,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,False,False,24.1000003814697,76.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
NACE,ANAC,NACE 3,NACE-0233,Forest,2018,2018-06-17,,,Brian Swimelar,2,5 - 7.5 min,Visualization,,True,,Common Grackle,Quiscalus quiscula,False,False,24.1000003814697,76.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
NACE,ANAC,NACE 3,NACE-0233,Forest,2018,2018-06-17,,,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,False,False,24.1000003814697,76.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
NACE,ANAC,NACE 3,NACE-0233,Forest,2018,2018-06-17,,,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,False,False,24.1000003814697,76.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
NACE,ANAC,NACE 3,NACE-0233,Forest,2018,2018-06-17,,,Brian Swimelar,2,2.5 - 5 min,Visualization,,True,,Common Grackle,Quiscalus quiscula,False,False,24.1000003814697,76.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
NACE,FOCI,NACE 3,NACE-0296,Forest,2018,2018-06-17,,,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,,European Starling,Sturnus vulgaris,False,False,26.3999996185303,67.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,6,,Monsoon,
NACE,FOCI,NACE 3,NACE-0296,Forest,2018,2018-06-17,,,Brian Swimelar,2,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,False,False,26.3999996185303,67.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,6,,Monsoon,
NACE,FOCI,NACE 3,NACE-0296,Forest,2018,2018-06-17,,,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,False,True,26.3999996185303,67.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,6,,Monsoon,
NACE,FOCI,NACE 3,NACE-0296,Forest,2018,2018-06-17,,,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,,Northern Cardinal,Cardinalis cardinalis,False,False,26.3999996185303,67.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,6,,Monsoon,
NACE,FOCI,NACE 3,NACE-0296,Forest,2018,2018-06-17,,,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,False,False,26.3999996185303,67.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,6,,Monsoon,
NACE,FOCI,NACE 3,NACE-0296,Forest,2018,2018-06-17,,,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,False,False,26.3999996185303,67.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,6,,Monsoon,
NACE,FOCI,NACE 3,NACE-0296,Forest,2018,2018-06-17,,,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,,Carolina Wren,Thryothorus ludovicianus,False,False,26.3999996185303,67.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,6,,Monsoon,
NACE,FOCI,NACE 3,NACE-0296,Forest,2018,2018-06-17,,,Brian Swimelar,2,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,False,False,26.3999996185303,67.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,6,,Monsoon,
NACE,FOCI,NACE 3,NACE-0296,Forest,2018,2018-06-17,,,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,American Robin,Turdus migratorius,False,False,26.3999996185303,67.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,6,,Monsoon,
NACE,FOCI,NACE 3,NACE-0296,Forest,2018,2018-06-17,,,Brian Swimelar,2,2.5 - 5 min,Calling,<= 50 Meters,False,,Northern Cardinal,Cardinalis cardinalis,False,False,26.3999996185303,67.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0350,Forest,2018,2018-06-17,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,False,False,25.6000003814697,75.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0350,Forest,2018,2018-06-17,,,Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,American Robin,Turdus migratorius,False,False,25.6000003814697,75.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0350,Forest,2018,2018-06-17,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,25.6000003814697,75.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0350,Forest,2018,2018-06-17,,,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,25.6000003814697,75.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0350,Forest,2018,2018-06-17,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,,Northern Cardinal,Cardinalis cardinalis,False,False,25.6000003814697,75.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0350,Forest,2018,2018-06-17,,,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,False,True,25.6000003814697,75.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-06-17,,,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,False,,Brown-headed Cowbird,Molothrus ater,False,False,22.2999992370605,72.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-06-17,,,Kimberly Serno,2,7.5 - 10 min,Calling,<= 50 Meters,False,,Carolina Chickadee,Poecile carolinensis,False,True,22.2999992370605,72.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-06-17,,,Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,False,False,22.2999992370605,72.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-06-17,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,False,False,22.2999992370605,72.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-06-17,,,Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,False,False,22.2999992370605,72.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-06-17,,,Kimberly Serno,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,False,True,22.2999992370605,72.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-06-17,,,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,,Northern Cardinal,Cardinalis cardinalis,False,False,22.2999992370605,72.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-06-17,,,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,,Northern Cardinal,Cardinalis cardinalis,False,False,22.2999992370605,72.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-06-17,,,Kimberly Serno,2,7.5 - 10 min,Calling,<= 50 Meters,False,,American Crow,Corvus brachyrhynchos,False,False,22.2999992370605,72.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-06-17,,,Kimberly Serno,2,0-2.5 min,Calling,50 - 100 Meters,False,,American Crow,Corvus brachyrhynchos,False,False,22.2999992370605,72.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,,6,,Monsoon,
NACE,OXHI,NACE 4a,NACE-0346,Forest,2018,2018-06-17,,,Kimberly Serno,2,7.5 - 10 min,Calling,50 - 100 Meters,False,,Blue Jay,Cyanocitta cristata,False,False,22.2999992370605,72.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0131,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,,Carolina Chickadee,Poecile carolinensis,False,True,23.7999992370605,81.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0131,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,False,False,23.7999992370605,81.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0131,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,,Northern Cardinal,Cardinalis cardinalis,False,False,23.7999992370605,81.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0131,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,True,True,23.7999992370605,81.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0131,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,,Scarlet Tanager,Piranga olivacea,False,True,23.7999992370605,81.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0131,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,False,False,23.7999992370605,81.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0131,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,False,,Carolina Wren,Thryothorus ludovicianus,False,False,23.7999992370605,81.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0131,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,False,True,23.7999992370605,81.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0131,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,False,True,23.7999992370605,81.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0131,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,False,False,23.7999992370605,81.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0131,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,,Blue Jay,Cyanocitta cristata,False,False,23.7999992370605,81.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0131,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,False,,Mourning Dove,Zenaida macroura,False,False,23.7999992370605,81.0999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0107,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,American Robin,Turdus migratorius,False,False,21.5,84.6999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0107,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,2.5 - 5 min,Calling,50 - 100 Meters,False,,Blue Jay,Cyanocitta cristata,False,False,21.5,84.6999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0107,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,False,True,21.5,84.6999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0107,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,False,False,21.5,84.6999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0107,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,,Great Crested Flycatcher,Myiarchus crinitus,False,False,21.5,84.6999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0107,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,,Northern Cardinal,Cardinalis cardinalis,False,False,21.5,84.6999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0107,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,False,False,21.5,84.6999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0107,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,,White-breasted Nuthatch,Sitta carolinensis,False,False,21.5,84.6999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,,,6,,Monsoon,
NACE,GREE,NACE 5,NACE-0107,Forest,2018,2018-06-17,,,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,True,True,21.5,84.6999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,True,,,6,,Monsoon,
